#designation	ra	dec	w1	w1_err	h	h_err	k	k_err	Halpha_type	objtype_Hou	objtype_SIMBAD
J035612.89+581824.4	59.053709	58.306803	10.460	0.022	11.182	0.019	10.912	0.016	I	CBe	-
J035146.56+574654.6	57.944015	57.781842	11.118	0.023	11.786	0.023	11.546	0.018	I	CBe	-
J035119.27+565717.2	57.830332	56.954805	12.056	0.024	12.393	0.023	12.251	0.023	I	CBe	-
J035432.84+565049.9	58.636839	56.847207	8.020	0.024	8.317	0.020	8.151	0.018	I	CBe	Emission-lineStar
J034822.25+583639.6	57.092728	58.611024	10.905	0.023	11.234	0.019	11.080	0.020	I	CBe	-
J201053.64+444535.2	302.7235	44.759783	9.336	0.023	9.796	0.015	9.708	0.020	I	CBe	Emission-lineStar
J194509.28+455542.4	296.288683	45.928469	15.084	0.053	15.426	0.097	15.237	0.156	I	CBe	-
J043839.74+372059.3	69.66561	37.349817	12.181	0.024	12.792	0.026	12.654	0.026	I	CBe	-
J050239.27+371555.8	75.663625	37.2655	13.110	0.025	13.432	0.033	13.273	0.032	I	CBe	-
J060334.98+221938.6	90.895755	22.327402	10.067	0.023	10.315	0.021	10.197	0.018	I	CBe	Emission-lineStar
J060452.44+240331.4	91.218541	24.058737	10.363	0.023	10.629	0.022	10.539	0.017	I	CBe	Emission-lineStar
J060445.29+232407.2	91.188738	23.402	9.465	0.022	10.173	0.023	9.972	0.018	I	CBe	Emission-lineStar
J060445.29+232407.2	91.188738	23.402	9.465	0.022	10.173	0.023	9.972	0.018	I	CBe	Emission-lineStar
J061036.48+241848.1	92.652009	24.313367	11.482	0.024	11.903	0.022	11.737	0.021	I	CBe	-
J060926.17+244107.8	92.359055	24.685523	12.371	0.023	12.705	0.025	12.562	0.021	I	CBe	-
J024437.53+472911.4	41.156408	47.486511	10.548	0.022	10.962	0.019	10.803	0.017	I	CBe	Emission-lineStar
J043346.95+324528.0	68.44563	32.757779	11.319	0.023	11.946	0.021	11.663	0.020	I	CBe	-
J052102.35+394935.2	80.259821	39.826449	9.284	0.022	9.730	0.022	9.577	0.020	I	CBe	Emission-lineStar
J041544.67+534956.0	63.936129	53.832225	11.783	0.025	12.215	0.019	12.088	0.023	I	CBe	-
J044831.51+340624.2	72.131321	34.106738	13.164	0.025	13.714	0.030	13.561	0.035	I	CBe	-
J055342.75+215223.3	88.428156	21.873148	12.943	0.024	13.370	0.026	13.265	0.028	I	CBe	-
J055125.99+212428.9	87.858292	21.408034	13.973	0.029	14.260	0.039	14.207	0.064	I	CBe	-
J055607.13+243347.4	89.029737	24.563181	13.470	0.027	13.850	0.038	13.693	0.040	I	CBe	-
J054636.63+234644.2	86.652658	23.778964	13.625	0.027	13.764	0.029	13.668	0.040	I	CBe	-
J055116.63+241025.2	87.819292	24.173667	13.012	0.025	13.705	0.032	13.473	0.034	I	CBe	-
J043308.59+382811.8	68.285831	38.469964	14.789	0.036	14.820	0.061	14.698	0.102	I	CBe	-
J053626.50+343713.9	84.110441	34.620546	14.442	0.033	14.743	0.057	14.674	0.081	I	CBe	-
J061950.14+221607.6	94.958958	22.268778	12.717	0.024	13.055	0.030	12.949	0.024	I	CBe	-
J061501.84+205722.7	93.757667	20.956333	12.266	0.023	12.774	0.022	12.519	0.018	I	CBe	-
J035803.39+470904.3	59.51414	47.151203	10.149	0.023	10.479	0.030	10.307	0.026	I	CBe	Emission-lineStar
J040251.79+470328.9	60.715829	47.058044	11.026	0.023	11.418	0.033	11.238	0.020	I	CBe	Emission-lineStar
J040258.19+490744.9	60.742491	49.129143	11.334	0.023	11.649	0.032	11.500	0.022	I	CBe	Emission-lineStar
J041740.38+472105.5	64.418259	47.351544	11.268	0.023	11.336	0.029	11.067	0.021	I	CBe	-
J020240.01+445658.2	30.666734	44.949512	8.104	0.023	8.362	0.020	8.208	0.018	I	CBe	-
J061756.59+460351.6	94.485827	46.064353	9.429	0.023	9.781	0.017	9.605	0.014	I	CBe	Star
J025002.00+463312.1	42.50835	46.553387	11.465	0.023	11.573	0.030	11.525	0.023	I	CBe	Star
J004146.52+253845.3	10.443837	25.64592	12.109	0.022	12.315	0.017	12.166	0.021	I	CBe	X-raysource
J055047.50+235938.2	87.697927	23.993959	11.188	0.023	11.637	0.023	11.403	0.019	I	CBe	-
J034042.43+125653.0	55.176802	12.948082	11.391	0.070	11.501	0.022	11.425	0.020	I	CBe	Emission-lineStar
J054822.15+243551.1	87.092292	24.597528	13.799	0.029	14.310	0.042	14.062	0.051	I	CBe	-
J061950.14+221607.6	94.958958	22.268778	12.717	0.024	13.055	0.030	12.949	0.024	I	CBe	-
J061658.93+251525.8	94.245542	25.257194	12.323	0.024	12.636	0.023	12.489	0.024	I	CBe	-
J060859.74+150707.9	92.248936	15.118883	11.091	0.023	11.642	0.030	11.481	0.022	I	CBe	-
J061535.03+112552.8	93.895977	11.431346	9.743	0.022	9.772	0.022	9.749	0.022	I	CBe	Emission-lineStar
J061834.87+143852.0	94.645326	14.6478	9.927	0.024	10.408	0.022	10.268	0.019	I	CBe	Emission-lineStar
J061140.22+112941.9	92.917606	11.494975	11.895	0.023	12.145	0.024	11.990	0.027	I	CBe	Star
J061718.35+120722.3	94.32647	12.122888	10.321	0.022	10.878	0.022	10.704	0.018	I	CBe	Emission-lineStar
J062010.01+135204.4	95.041714	13.867907	11.380	0.024	11.929	0.026	11.725	0.023	I	CBe	-
J055820.80+225246.0	89.586701	22.879454	11.158	0.023	12.017	0.021	11.563	0.019	I	CBe	-
J060559.02+250735.4	91.495953	25.126515	13.594	0.027	13.932	0.048	13.814	0.046	I	CBe	-
J042536.93+344356.4	66.403882	34.732352	13.563	0.025	13.944	0.033	13.752	0.039	I	CBe	-
J024533.84+530810.7	41.391004	53.136306	10.832	0.023	11.388	0.030	11.171	0.025	I	CBe	-
J025731.08+524558.9	44.379517	52.766386	11.635	0.023	11.944	0.021	11.869	0.021	I	CBe	-
J030237.87+523204.3	45.657832	52.534528	9.640	0.024	10.079	0.023	9.884	0.019	I	CBe	-
J052941.17+435304.0	82.421567	43.88446	12.290	0.023	12.390	0.022	12.361	0.024	I	CBe	-
J054121.67+425923.0	85.340321	42.989744	12.232	0.036	12.429	0.028	12.376	0.024	I	CBe	-
J031140.68+542535.7	47.91951	54.426602	11.297	0.024	11.667	0.029	11.376	0.020	I	CBe	-
J025143.39+552742.5	42.930808	55.461812	11.006	0.024	11.394	0.021	11.210	0.018	I	CBe	-
J025215.95+554234.1	43.066483	55.70949	10.203	0.023	10.576	0.023	10.400	0.018	I	CBe	Emission-lineStar
J030027.65+540005.1	45.1152445	54.0014171	10.576	0.023	10.829	0.021	10.722	0.018	I	CBe	Emission-lineStar
J025158.40+570147.2	42.993374	57.029799	9.018	0.023	9.709	0.023	9.482	0.022	I	CBe	Emission-lineStar
J051313.27+314636.0	78.305311	31.776689	13.574	0.028	14.065	0.052	13.826	0.046	I	CBe	-
J051254.04+310239.2	78.225173	31.044225	14.465	0.032	14.513	0.051	14.450	0.060	I	CBe	-
J051233.64+334046.0	78.140172	33.679454	12.320	0.024	12.928	0.035	12.683	0.026	I	CBe	-
J054320.13+231000.0	85.83389	23.16669	10.450	0.024	10.909	0.022	10.627	0.020	I	CBe	-
J053615.79+242607.0	84.065792	24.435278	12.419	0.024	12.984	0.023	12.835	0.026	I	CBe	-
J055625.42+280023.4	89.105945	28.006514	10.974	0.024	11.744	0.027	11.434	0.023	I	CBe	-
J055546.16+305126.4	88.942339	30.857346	10.997	0.023	10.893	0.031	10.673	0.022	I	CBe	Star
J054520.88+290928.1	86.337027	29.157818	9.100	0.023	9.165	0.021	9.150	0.017	I	CBe	Star
J055812.34+274333.7	89.551419	27.726055	10.379	0.023	10.490	0.022	10.279	0.018	I	CBe	Emission-lineStar
J060556.50+280124.8	91.485432	28.023576	11.627	0.023	12.189	0.020	12.040	0.020	I	CBe	Emission-lineStar
J060225.94+310310.3	90.60809	31.05287	11.810	0.024	12.038	0.033	11.859	0.025	I	CBe	-
J051514.60+372727.6	78.810871	37.457694	13.366	0.025	13.625	0.033	13.440	0.036	I	CBe	-
J053054.76+385045.1	82.728206	38.845872	13.298	0.026	13.645	0.029	13.581	0.046	I	CBe	-
J052201.61+373806.0	80.50674	37.63501	10.050	0.023	10.430	0.016	10.190	0.014	I	CBe	-
J071202.14+322641.3	108.00894	32.444833	13.984	0.027	14.189	0.049	14.186	0.061	I	CBe	-
J043857.45+542226.8	69.739404	54.374115	10.762	0.023	11.275	0.017	11.235	0.018	I	CBe	Star
J043244.08+554120.1	68.183672	55.688919	9.050	0.022	9.445	0.015	9.306	0.020	I	CBe	Star
J043850.22+475233.9	69.709251	47.876087	11.219	0.023	11.787	0.032	11.539	0.026	I	CBe	-
J062531.59+200550.4	96.381632	20.097357	9.062	0.022	9.950	0.030	9.687	0.022	I	CBe	Emission-lineStar
J062806.24+174537.3	97.026021	17.760383	11.608	0.023	11.930	0.021	11.699	0.020	I	CBe	-
J062423.03+194143.7	96.095968	19.69548	12.082	0.023	12.178	0.030	12.127	0.022	I	CBe	-
J062932.05+210458.8	97.383567	21.08301	11.841	0.023	12.075	0.022	11.943	0.022	I	CBe	-
J052541.39+283902.4	81.422496	28.650683	14.556	0.034	14.983	0.080	14.616	0.075	II	CBe	-
J052424.76+284657.0	81.1031896	28.7825194	15.316	0.045	15.354	0.098	15.316	0.155	II	CBe	-
J052428.21+283733.8	81.117553	28.626061	16.981	0.142	16.342	0.252	16.072	0.252	II	CBe	-
J052430.75+281910.7	81.1281562	28.3196539	14.536	0.033	14.624	0.055	14.476	0.055	II	CBe	-
J051755.33+280225.0	79.4805499	28.0402993	13.944	0.029	14.175	0.035	14.144	0.054	II	CBe	-
J053411.98+290903.2	83.54995	29.150907	15.449	0.047	15.830	0.120	15.471	0.146	II	CBe	-
J003611.26+394019.1	9.0469565	39.671986	16.329	0.057	15.831	0.127	16.120	0.285	II	CBe	-
J052444.26+270554.7	81.184422	27.098537	15.064	0.042	15.229	0.084	15.081	0.106	II	CBe	-
J052444.12+291027.8	81.183846	29.174399	15.218	0.043	15.340	0.088	15.253	0.117	II	CBe	-
J052424.76+284657.0	81.103179	28.782524	15.316	0.045	15.354	0.098	15.316	0.155	II	CBe	-
J052452.46+292259.1	81.218596	29.383105	15.380	0.047	15.906	0.150	15.835	0.211	II	CBe	-
J052148.28+275804.8	80.451194	27.968007	15.594	0.051	15.558	0.093	15.466	0.127	II	CBe	-
J052208.84+275108.4	80.536857	27.852361	14.584	0.034	14.737	0.053	14.593	0.069	II	CBe	-
J052217.76+274007.5	80.574039	27.668763	15.605	0.052	15.865	0.144	15.646	0.171	II	CBe	-
J052043.56+275934.5	80.18152	27.992935	15.235	0.043	15.446	0.081	15.184	0.095	II	CBe	-
J053241.33+280340.5	83.172236	28.061269	14.510	0.033	14.647	0.051	14.526	0.070	II	CBe	-
J052530.71+294125.3	81.377978	29.690374	15.238	0.044	15.180	0.081	15.126	0.125	II	CBe	-
J052453.86+293747.2	81.224421	29.62979	15.026	0.041	15.337	0.089	15.288	0.127	II	CBe	-
J052555.00+294629.5	81.479192	29.774865	15.185	0.044	15.250	0.082	15.661	0.188	II	CBe	-
J051506.83+283436.0	78.778482	28.576679	15.287	0.045	15.506	0.079	15.503	0.138	II	CBe	-
J051438.56+285349.2	78.660683	28.897004	15.095	0.043	15.192	0.076	14.940	0.094	II	CBe	-
J051520.74+275508.2	78.836457	27.918972	15.001	0.039	15.238	0.081	15.114	0.102	II	CBe	-
J051755.33+280225.0	79.4805499	28.0402993	13.944	0.029	14.175	0.035	14.144	0.054	II	CBe	-
J051616.52+275854.5	79.0688616	27.9818201	14.832	0.037	14.979	0.056	14.889	0.074	II	CBe	-
J051735.42+281047.7	79.397607	28.179936	13.845	0.030	14.364	0.037	14.210	0.054	II	CBe	-
J051744.56+280108.1	79.435703	28.018942	14.731	0.036	14.775	0.051	14.669	0.067	II	CBe	-
J051650.26+282856.5	79.209426	28.482371	14.678	0.035	14.859	0.052	14.695	0.066	II	CBe	-
J051536.53+285547.4	78.902248	28.929836	15.848	0.057	15.756	0.103	15.775	0.176	II	CBe	-
J052404.24+310117.8	81.017678	31.021637	14.431	0.032	14.856	0.064	14.608	0.092	II	CBe	-
J053303.39+300647.8	83.264146	30.113282	14.569	0.034	14.744	0.062	14.729	0.086	II	CBe	-
J051644.51+292247.8	79.185464	29.379946	15.191	0.041	15.175	0.065	15.172	0.092	II	CBe	-
J052448.65+294156.0	81.202731	29.698892	15.561	0.051	15.601	0.108	15.391	0.134	II	CBe	-
J051517.96+303756.0	78.824874	30.632226	16.039	0.067	15.968	-	16.324	-	II	CBe	-
J040751.56+293837.6	61.964834	29.643779	14.409	0.030	14.686	0.067	14.660	0.079	II	CBe	-
J035503.99+290019.0	58.766633	29.005294	14.705	0.033	14.772	0.068	14.731	0.123	II	CBe	-
J062627.01+262906.7	96.61257	26.485205	14.364	0.035	14.325	0.047	14.372	0.070	II	CBe	-
J062558.98+264021.2	96.495751	26.672564	14.388	0.031	14.496	0.046	14.419	0.062	II	CBe	-
J062459.86+264919.3	96.249449	26.82205	13.519	0.029	13.768	0.033	13.664	0.040	II	CBe	Star
J063741.20+273858.0	99.421687	27.649467	14.098	0.049	14.438	0.058	14.425	0.079	II	CBe	-
J063506.16+262118.1	98.775706	26.35504	14.728	0.040	14.970	0.058	14.952	0.093	II	CBe	-
J063405.70+280011.4	98.523775	28.003178	14.258	0.033	14.372	0.040	14.292	0.048	II	CBe	-
J063407.89+284604.0	98.532889	28.767803	12.798	0.025	13.037	0.027	12.889	0.026	II	CBe	-
J063227.13+292019.2	98.11305	29.338674	15.162	0.040	15.141	0.066	15.126	0.093	II	CBe	-
J062323.34+272824.9	95.847282	27.473592	13.898	0.028	14.028	0.034	14.012	0.045	II	CBe	-
J063153.54+294431.1	97.973124	29.741983	13.619	0.029	13.694	0.030	13.566	0.031	II	CBe	-
J063036.79+295618.0	97.653327	29.938348	15.097	0.042	15.176	0.071	14.924	0.089	II	CBe	Star
J063718.61+282543.0	99.327548	28.428613	15.077	0.065	15.228	0.077	15.257	0.112	II	CBe	-
J062517.13+285930.2	96.321383	28.991739	14.810	0.036	14.916	0.059	14.771	0.074	II	CBe	WhiteDwarfCandidate
J062139.61+293446.7	95.415078	29.579662	14.772	0.048	15.064	0.055	15.005	0.087	II	CBe	-
J040438.77+300743.4	61.161559	30.128735	14.458	0.030	14.577	0.052	14.394	0.067	II	CBe	-
J070118.97+273130.9	105.32906	27.525268	14.021	0.027	14.173	0.033	14.039	0.041	II	CBe	-
J070139.19+272526.2	105.41331	27.423971	14.070	0.028	14.190	0.030	14.031	0.047	II	CBe	-
J065900.88+283258.9	104.75369	28.549695	14.625	0.030	14.874	0.072	14.719	0.068	II	CBe	-
J070303.62+281520.1	105.76509	28.255607	14.479	0.032	14.536	0.039	14.490	0.060	II	CBe	-
J064846.11+294027.0	102.19214	29.674181	13.926	0.027	13.959	0.031	13.857	0.038	II	CBe	-
J065111.11+304428.4	102.79631	30.741234	14.226	0.030	14.326	0.051	14.373	0.075	II	CBe	-
J065026.22+294908.1	102.60926	29.818932	13.507	0.025	13.627	0.028	13.546	0.034	II	CBe	-
J065235.02+300627.8	103.14595	30.107723	13.934	0.027	14.021	0.034	13.952	0.056	II	CBe	-
J065249.47+303910.0	103.20615	30.652781	14.521	0.032	14.590	0.048	14.550	0.089	II	CBe	-
J065353.64+301945.2	103.4735	30.329234	13.871	0.026	14.013	0.036	13.936	0.054	II	CBe	-
J065057.70+302212.7	102.74044	30.370213	14.083	0.029	14.069	0.040	14.098	0.068	II	CBe	-
J063130.26+262059.9	97.876094	26.349976	13.132	0.026	13.271	0.027	13.187	0.027	II	CBe	-
J062459.86+264919.3	96.249449	26.82205	13.519	0.029	13.768	0.033	13.664	0.040	II	CBe	Star
J063506.16+262118.1	98.775706	26.35504	14.728	0.040	14.970	0.058	14.952	0.093	II	CBe	-
J063523.44+262324.0	98.847689	26.390007	14.299	0.031	14.355	0.041	14.243	0.049	II	CBe	-
J080346.30+304504.3	120.94293	30.751204	15.759	0.050	15.178	0.089	15.341	0.179	II	CBe	-
J020825.53+582141.0	32.1064	58.3614	13.332	0.025	13.582	0.040	13.475	0.049	II	CBe	-
J021645.74+583700.1	34.1906	58.6167	11.845	0.023	12.014	0.027	11.909	0.020	II	CBe	-
J022333.91+564120.4	35.8913	56.689	13.997	0.026	14.171	0.048	14.048	0.052	II	CBe	-
J022314.40+602725.2	35.81	60.457	12.230	0.024	12.387	0.030	12.290	0.026	II	CBe	-
J022207.20+600833.7	35.53	60.1427	12.992	0.026	13.153	0.033	13.049	0.028	II	CBe	-
J045824.23+294229.9	74.600981	29.70831	13.728	0.027	13.859	0.033	13.777	0.036	II	CBe	-
J044622.70+291035.6	71.594589	29.176579	13.650	0.026	13.798	0.034	13.727	0.039	II	CBe	-
J044639.93+290108.3	71.666397	29.018993	13.588	0.026	13.764	0.034	13.591	0.035	II	CBe	-
J063551.23+282851.3	98.963475	28.480944	14.596	0.036	14.735	0.056	14.745	0.087	II	CBe	-
J220716.85+265523.4	331.8202278	26.9231788	14.106	0.026	14.271	0.057	14.080	0.066	II	CBe	-
J055146.60+290828.6	87.944185	29.141283	12.666	0.025	12.851	0.028	12.736	0.026	II	CBe	-
J055109.42+282005.0	87.78929	28.334744	12.861	0.024	13.073	0.022	12.877	0.027	II	CBe	-
J055432.70+290418.9	88.63625	29.071925	12.987	0.025	13.081	0.026	13.054	0.028	II	CBe	-
J055802.57+305054.8	89.510716	30.848573	14.505	0.032	14.623	0.068	14.614	0.075	II	CBe	-
J060028.12+304727.5	90.117205	30.790982	13.231	0.027	13.385	0.038	13.250	0.036	II	CBe	-
J055852.96+303000.5	89.720708	30.500139	12.320	0.023	12.435	0.033	12.395	0.021	II	CBe	-
J055041.26+282549.1	87.671951	28.430329	12.195	0.024	12.515	0.027	12.359	0.027	II	CBe	-
J055553.25+292154.5	88.971899	29.365163	13.223	0.026	13.440	0.031	13.279	0.031	II	CBe	-
J055724.14+280536.5	89.350602	28.093484	13.333	0.026	13.478	0.030	13.404	0.031	II	CBe	-
J055300.44+275425.1	88.251862	27.906978	13.417	0.025	13.624	0.030	13.570	0.033	II	CBe	-
J060118.04+311002.1	90.325191	31.167267	12.824	0.024	12.964	0.032	12.865	0.029	II	CBe	-
J060622.82+285721.7	91.59511	28.956028	12.606	0.023	12.765	0.023	12.641	0.020	II	CBe	-
J055500.30+283805.4	88.751264	28.634843	12.650	0.025	12.787	0.027	12.702	0.023	II	CBe	-
J060545.25+284334.5	91.438558	28.726252	14.204	0.030	14.555	0.045	14.461	0.061	II	CBe	-
J055858.36+303840.1	89.743201	30.644496	13.948	0.029	14.062	0.048	14.020	0.045	II	CBe	-
J060336.25+301235.0	90.901066	30.209742	11.959	0.025	12.136	0.027	12.022	0.024	II	CBe	-
J054942.31+293830.7	87.426299	29.641869	13.983	0.028	14.052	0.044	13.984	0.052	II	CBe	-
J055007.93+303601.2	87.533055	30.600339	13.823	0.028	14.063	0.037	13.873	0.050	II	CBe	-
J031019.44+514925.2	47.581018	51.823674	10.919	0.024	11.111	0.020	10.995	0.022	II	CBe	-
J032429.72+510236.9	51.123867	51.043594	13.371	0.024	13.684	0.039	13.445	0.042	II	CBe	-
J031629.36+505736.1	49.122351	50.960048	12.330	0.023	12.622	0.027	12.523	0.022	II	CBe	-
J031436.74+541525.4	48.653107	54.257075	11.890	0.024	12.122	0.033	11.914	0.023	II	CBe	-
J031155.57+541010.0	47.98158	54.16946	11.462	0.023	11.678	0.031	11.523	0.021	II	CBe	-
J030146.79+531049.5	45.44498	53.180417	11.046	0.023	11.280	0.022	11.149	0.019	II	CBe	-
J025615.36+524445.4	44.064009	52.745946	12.367	0.023	12.535	0.021	12.449	0.025	II	CBe	-
J030706.93+533550.2	46.778905	53.597303	10.788	0.023	11.043	0.021	10.910	0.022	II	CBe	-
J020601.87+565228.2	31.5078	56.8745	14.614	0.032	14.766	0.059	14.589	0.077	II	CBe	-
J021405.28+584915.9	33.522	58.8211	12.122	0.045	12.410	0.035	12.336	0.030	II	CBe	-
J021130.62+582700.9	32.877598	58.45026	13.319	0.026	13.596	0.038	13.529	0.045	II	CBe	-
J022441.15+570524.8	36.171478	57.090244	12.559	0.067	13.143	0.038	12.936	0.036	II	CBe	-
J022001.46+570455.5	35.0061	57.0821	12.965	0.024	13.212	0.032	13.068	0.033	II	CBe	StarinCluster
J022254.94+563615.8	35.7289193	56.6044131	12.618	0.024	12.782	0.032	12.730	0.030	II	CBe	-
J022049.05+584509.0	35.2044	58.7525	11.629	0.022	11.944	0.028	11.828	0.023	II	CBe	-
J021912.45+590648.9	34.8019	59.1136	11.510	0.023	11.732	0.029	11.677	0.019	II	CBe	-
J021111.33+564417.2	32.797245	56.738129	13.666	0.025	13.809	0.031	13.721	0.046	II	CBe	-
J020815.61+582223.0	32.065071	58.373074	13.710	0.027	13.984	0.050	13.849	0.061	II	CBe	-
J015636.98+582944.8	29.1541	58.4958	12.398	0.023	12.568	0.026	12.486	0.022	II	CBe	-
J030233.95+533944.5	45.641474	53.662366	12.163	0.023	12.410	0.023	12.250	0.020	II	CBe	-
J030146.43+535353.8	45.443491	53.898297	11.851	0.023	12.025	0.020	11.892	0.018	II	CBe	-
J030146.79+531049.4	45.444967	53.1804	11.046	0.023	11.280	0.022	11.149	0.019	II	CBe	-
J023608.16+545827.4	39.034033	54.974299	14.172	0.119	14.357	0.052	14.282	0.063	II	CBe	-
J023103.82+544653.6	37.76593	54.781575	13.729	0.028	13.811	0.034	13.888	0.038	II	CBe	-
J024925.58+540801.2	42.35659	54.133686	13.367	0.109	13.528	0.034	13.449	0.042	II	CBe	-
J025321.30+523527.4	43.338784	52.590947	15.136	0.037	15.249	0.093	15.060	0.133	II	CBe	-
J025608.11+545126.6	44.033815	54.857395	10.767	0.023	11.003	0.022	10.836	0.023	II	CBe	-
J023327.28+553556.8	38.363701	55.599138	11.628	0.022	11.806	0.032	11.732	0.024	II	CBe	Star
J024107.51+560358.8	40.28131	56.066348	12.801	0.071	13.028	0.027	13.000	0.027	II	CBe	-
J024101.92+521408.3	40.258024	52.235644	14.221	0.028	14.499	0.054	14.475	0.080	II	CBe	-
J024315.42+534117.6	40.814291	53.688247	12.260	0.024	12.432	0.028	12.365	0.026	II	CBe	-
J023220.37+544809.8	38.084901	54.802728	10.896	0.025	11.015	0.033	10.945	0.024	II	CBe	Star
J062448.22+263907.4	96.200932	26.652082	15.864	0.068	15.887	0.119	16.068	0.218	II	CBe	-
J062731.84+281701.1	96.882676	28.283647	15.899	0.069	15.482	0.107	15.645	0.181	II	CBe	-
J062935.98+264815.5	97.399952	26.804309	15.701	0.054	15.289	0.110	15.305	0.153	II	CBe	-
J063451.96+262001.0	98.716515	26.333623	15.954	0.074	15.767	0.114	15.903	0.211	II	CBe	-
J063556.78+264612.9	98.986589	26.770256	15.677	0.057	15.789	0.125	15.633	0.168	II	CBe	-
J063349.51+261826.1	98.456328	26.307264	15.441	0.053	15.411	0.084	15.331	0.120	II	CBe	-
J062130.13+280256.9	95.375547	28.049165	15.807	0.058	15.690	0.113	15.915	0.210	II	CBe	-
J062343.69+274619.8	95.932059	27.772188	15.921	0.072	16.328	0.190	16.120	0.246	II	CBe	-
J063946.65+284017.9	99.944409	28.671655	15.703	0.056	15.593	0.115	15.467	0.171	II	CBe	-
J080421.66+284403.6	121.09025	28.734361	16.910	0.109	-	-	-	-	II	CBe	-
J080202.10+284514.9	120.50879	28.754147	16.755	0.096	-	-	-	-	II	CBe	-
J004422.82+420433.0	11.095118	42.075848	15.215	0.041	15.746	-	15.463	-	II	CBe	PossibleGlobularCluster
J012004.10+293103.7	20.017105	29.517702	13.064	0.023	13.185	0.028	13.094	0.032	II	CBe	-
J011805.07+293148.8	19.5211252	29.530224	11.445	0.022	11.566	0.022	11.470	0.020	II	CBe	-
J013020.69+324404.5	22.5862364	32.734592	12.173	0.026	12.263	0.021	12.209	0.024	II	CBe	-
J100803.00-015645.1	152.012516	-1.945871	16.013	0.060	-	-	-	-	II	CBe	-
J101631.77-010650.8	154.132386	-1.114121	15.484	0.046	15.271	0.079	15.317	0.197	II	CBe	-
J045136.01+291514.3	72.900045	29.253989	16.615	0.098	16.186	0.193	16.150	0.257	II	CBe	-
J045405.87+285625.9	73.524462	28.940549	15.270	0.043	15.536	0.139	15.439	0.164	II	CBe	-
J065834.49+264519.2	104.64371	26.755348	17.029	0.136	16.089	-	17.103	-	II	CBe	-
J065752.61+271208.9	104.46922	27.20248	16.302	0.082	15.716	0.170	15.768	-	II	CBe	-
J070020.22+275253.1	105.08425	27.881423	16.509	0.087	16.334	0.174	16.306	-	II	CBe	-
J094335.21+280724.4	145.8967272	28.1234598	15.114	0.036	15.076	0.091	15.053	0.176	II	CBe	VariableStarofRRLyrtype
J054800.48+253058.5	87.002035	25.516264	15.563	0.053	15.612	0.130	15.483	0.187	II	CBe	-
J055309.21+252910.7	88.288383	25.486307	14.627	0.037	14.699	0.044	14.475	0.063	II	CBe	-
J055253.25+252323.2	88.221908	25.389778	14.572	0.035	14.954	0.055	14.710	0.069	II	CBe	-
J054909.56+250957.3	87.289868	25.165929	15.115	0.044	15.541	0.124	15.566	0.194	II	CBe	-
J054627.56+253754.7	86.614842	25.631882	13.862	0.029	14.487	0.046	14.326	0.062	II	CBe	-
J054242.06+260239.4	85.675276	26.044292	14.581	0.034	14.739	0.059	14.851	0.092	II	CBe	-
J054543.13+252629.3	86.42972	25.441484	14.880	0.041	15.238	0.095	15.156	0.144	II	CBe	-
J054457.70+252808.7	86.240434	25.469108	14.913	0.037	15.075	0.077	14.958	0.113	II	CBe	-
J054815.24+275242.4	87.063512	27.878457	14.880	0.037	15.182	0.098	14.948	0.110	II	CBe	-
J054642.59+273352.2	86.677461	27.5645	15.410	0.046	15.458	0.121	15.533	0.195	II	CBe	WhiteDwarfCandidate
J054833.03+274849.9	87.137633	27.813885	14.802	0.035	14.975	0.080	14.865	0.101	II	CBe	-
J055817.38+263600.4	89.572447	26.600131	14.948	0.038	15.274	0.088	15.108	0.126	II	CBe	-
J055730.60+271316.2	89.377541	27.221168	14.997	0.041	15.213	0.083	15.228	0.131	II	CBe	-
J055739.27+270414.5	89.413654	27.070699	14.827	0.036	15.006	0.071	14.855	0.093	II	CBe	-
J055737.26+270640.6	89.405277	27.111283	14.070	0.032	14.528	0.054	14.497	0.074	II	CBe	-
J055958.67+262701.9	89.994461	26.450529	14.482	0.035	15.004	0.065	14.800	0.091	II	CBe	-
J055945.75+263232.9	89.940663	26.542486	14.723	0.040	14.925	0.065	14.870	0.094	II	CBe	-
J055748.04+264756.2	89.450199	26.798947	15.025	0.041	15.230	-	15.148	-	II	CBe	-
J055213.18+283144.2	88.054956	28.52896	15.493	0.056	15.401	0.072	15.135	0.110	II	CBe	-
J055642.37+275607.7	89.176568	27.93549	15.185	0.046	15.258	0.079	15.471	0.154	II	CBe	-
J055630.89+274743.4	89.128712	27.795397	14.720	0.034	14.948	0.061	14.846	0.092	II	CBe	-
J054209.96+262457.7	85.541519	26.416044	13.308	0.025	13.726	0.032	13.452	0.033	II	CBe	-
J054956.24+290253.7	87.484346	29.048268	14.778	0.035	15.133	0.099	14.923	0.116	II	CBe	-
J055724.42+291016.2	89.351767	29.171167	15.524	0.050	15.419	0.094	15.361	0.146	II	CBe	-
J055912.60+290637.0	89.802535	29.110296	15.271	0.046	15.448	0.100	15.597	0.184	II	CBe	-
J055745.59+290044.0	89.439996	29.012234	15.065	0.042	15.430	0.102	15.191	0.133	II	CBe	-
J055413.12+291412.8	88.554681	29.236908	14.695	0.037	14.770	0.044	14.640	0.073	II	CBe	-
